EXP HEAD,DEPT,SCHOOL,CATEGORY,SCHOOL CODE,DESCRIPTION,YEAR,VALUE,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE
DD4001,A79,ALNESS ACADEMY,BOOKS,TECHNICAL,TEXT BOOKS/STATIONERY,1819,499.71,35.6,410.0,211,88.63
AH1010,A21,ALNESS ACADEMY,STAFF,ADD FUNDS,DEVELOPMENT,1920,1204.19,39.0,424.0,226,88.63
KE3000,A21,ALNESS ACADEMY,INCOME,ADD FUNDS,FROM WITHIN HLAND CNCL,1920,-2581.0,39.0,424.0,226,88.63
DA4550,A11,ALNESS ACADEMY,CLASSROOM,ADMIN,SUPPLIES,1920,11.37,39.0,424.0,226,88.63
DD4001,A11,ALNESS ACADEMY,BOOKS,ADMIN,TEXT BOOKS/STATIONERY,1920,680.97,39.0,424.0,226,88.63
DA4550,A50,ALNESS ACADEMY,CLASSROOM,ART,SUPPLIES,1920,309.78,39.0,424.0,226,88.63
DA4551,A50,ALNESS ACADEMY,ART&CRAFT,ART,SUPPLIES,1920,1014.62,39.0,424.0,226,88.63
DD4001,A50,ALNESS ACADEMY,BOOKS,ART,TEXT BOOKS/STATIONERY,1920,102.0,39.0,424.0,226,88.63
DD4001,A52,ALNESS ACADEMY,BOOKS,BUSINESS,TEXT BOOKS/STATIONERY,1920,156.15,39.0,424.0,226,88.63
AH1000,A28,ALNESS ACADEMY,TRAINING,CPD,COURSES,1920,80.0,39.0,424.0,226,88.63
AH1010,A28,ALNESS ACADEMY,STAFF,CPD,DEVELOPMENT,1920,58.38,39.0,424.0,226,88.63
AA1100,A09,ALNESS ACADEMY,TEACHERS,DGM,PERMANENT  BASIC PAY,1920,33241.37,39.0,424.0,226,88.63
AB1100,A09,ALNESS ACADEMY,NI,DGM,PERMANENT TEACHERS,1920,3408.59,39.0,424.0,226,88.63
AC1100,A09,ALNESS ACADEMY,SUPERANN,DGM,PERMANENT TEACHERS,1920,6873.49,39.0,424.0,226,88.63
AS1000,A09,ALNESS ACADEMY,APPRENTICESHIP,DGM,LEVY COST,1920,166.18,39.0,424.0,226,88.63
AA1001,A10,ALNESS ACADEMY,APT&C,EM,BASIC PAY,1920,65600.2,39.0,424.0,226,88.63
AA1100,A10,ALNESS ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,1920,1306660.76,39.0,424.0,226,88.63
AA1101,A10,ALNESS ACADEMY,SUPPLY,EM,COVER BASIC PAY,1920,39789.52,39.0,424.0,226,88.63
AA1103,A10,ALNESS ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,1920,770.22,39.0,424.0,226,88.63
AA1110,A10,ALNESS ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,1920,39331.44,39.0,424.0,226,88.63
AA1250,A10,ALNESS ACADEMY,HOLIDAY,EM,PAY,1920,391.46,39.0,424.0,226,88.63
AA1500,A10,ALNESS ACADEMY,OVERTIME,EM,GENERAL,1920,53.21,39.0,424.0,226,88.63
AB1000,A10,ALNESS ACADEMY,NI,EM,NONTEACHERS,1920,7885.22,39.0,424.0,226,88.63
AB1100,A10,ALNESS ACADEMY,NI,EM,PERMANENT TEACHERS,1920,144548.47,39.0,424.0,226,88.63
AB1101,A10,ALNESS ACADEMY,NI,EM,SUPPLY COVER,1920,3034.43,39.0,424.0,226,88.63
AC1000,A10,ALNESS ACADEMY,SUPERANN,EM,NON TEACHERS,1920,17878.27,39.0,424.0,226,88.63
AC1100,A10,ALNESS ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,1920,262033.4,39.0,424.0,226,88.63
AC1101,A10,ALNESS ACADEMY,SUPERANN,EM,SUPPLY COVER,1920,4998.12,39.0,424.0,226,88.63
AE1006,A10,ALNESS ACADEMY,MEDICAL,EM,EXAMS STAFF,1920,150.0,39.0,424.0,226,88.63
AE1600,A10,ALNESS ACADEMY,MISCELLANEOUS,EM,,1920,620.0,39.0,424.0,226,88.63
AH1000,A10,ALNESS ACADEMY,TRAINING,EM,COURSES,1920,1689.46,39.0,424.0,226,88.63
AH1010,A10,ALNESS ACADEMY,STAFF,EM,DEVELOPMENT,1920,312.8,39.0,424.0,226,88.63
AS1000,A10,ALNESS ACADEMY,APPRENTICESHIP,EM,LEVY COST,1920,7352.43,39.0,424.0,226,88.63
BA3000,A10,ALNESS ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,1920,1220.37,39.0,424.0,226,88.63
BB2000,A10,ALNESS ACADEMY,ELECTRICITY,EM,CHARGES,1920,64490.26,39.0,424.0,226,88.63
BB3000,A10,ALNESS ACADEMY,GAS,EM,CHARGES,1920,559.44,39.0,424.0,226,88.63
BB4000,A10,ALNESS ACADEMY,HEATING,EM,OIL,1920,132505.33,39.0,424.0,226,88.63
BE1000,A10,ALNESS ACADEMY,WATER,EM,CHARGES,1920,20535.71,39.0,424.0,226,88.63
BH2000,A10,ALNESS ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,1920,2945.4,39.0,424.0,226,88.63
CA1000,A10,ALNESS ACADEMY,DERV,EM,,1920,1024.03,39.0,424.0,226,88.63
CB1006,A10,ALNESS ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,1920,1480.07,39.0,424.0,226,88.63
CC1000,A10,ALNESS ACADEMY,EDUCATIONAL,EM,TRAVEL,1920,102.5,39.0,424.0,226,88.63
CC2000,A10,ALNESS ACADEMY,CAR,EM,HIRE,1920,547.14,39.0,424.0,226,88.63
CF1000,A10,ALNESS ACADEMY,COURSES,EM,TRAVEL,1920,125.7,39.0,424.0,226,88.63
CF1004,A10,ALNESS ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,1920,398.62,39.0,424.0,226,88.63
DA2040,A10,ALNESS ACADEMY,EQUIPMENT,EM,REPAIRS,1920,310.0,39.0,424.0,226,88.63
DA4550,A10,ALNESS ACADEMY,CLASSROOM,EM,SUPPLIES,1920,1721.62,39.0,424.0,226,88.63
DB2010,A10,ALNESS ACADEMY,FOOD,EM,,1920,1408.65,39.0,424.0,226,88.63
DB3010,A10,ALNESS ACADEMY,MEALS&HOSPITALITY,EM,,1920,476.9,39.0,424.0,226,88.63
DD2000,A10,ALNESS ACADEMY,STATIONERY,EM,,1920,69.5,39.0,424.0,226,88.63
DD3003,A10,ALNESS ACADEMY,MPS,EM,COSTS  MONO,1920,6446.74,39.0,424.0,226,88.63
DD3004,A10,ALNESS ACADEMY,MPS,EM,COSTS  COLOUR,1920,2762.9,39.0,424.0,226,88.63
DD4001,A10,ALNESS ACADEMY,BOOKS,EM,TEXT BOOKS/STATIONERY,1920,1567.63,39.0,424.0,226,88.63
DF4001,A10,ALNESS ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,1920,398.57,39.0,424.0,226,88.63
DF5002,A10,ALNESS ACADEMY,COMPUTER,EM,SOFTWARE PURCHASE,1920,2471.7,39.0,424.0,226,88.63
DF7000,A10,ALNESS ACADEMY,POSTAGES,EM,,1920,1232.97,39.0,424.0,226,88.63
DF9000,A10,ALNESS ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,1920,1799.63,39.0,424.0,226,88.63
DF9005,A10,ALNESS ACADEMY,LANDLINE,EM,TELEPHONES USAGE,1920,109.71,39.0,424.0,226,88.63
DF9010,A10,ALNESS ACADEMY,MOBILE,EM,PHONE LINE RENTAL,1920,171.0,39.0,424.0,226,88.63
DG1000,A10,ALNESS ACADEMY,ACCOMMODATION,EM,,1920,396.06,39.0,424.0,226,88.63
DG4000,A10,ALNESS ACADEMY,SUBSISTENCE,EM,,1920,47.91,39.0,424.0,226,88.63
DK9500,A10,ALNESS ACADEMY,MISCELLANEOUS,EM,SUPPLIES,1920,331.7,39.0,424.0,226,88.63
DK9600,A10,ALNESS ACADEMY,MISCELLANEOUS,EM,ADMIN COSTS,1920,174.19,39.0,424.0,226,88.63
EE1200,A10,ALNESS ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,1920,34253.13,39.0,424.0,226,88.63
KC1936,A10,ALNESS ACADEMY,OTHER,EM,FEES/CHARGES,1920,-1210.0,39.0,424.0,226,88.63
XH1050,A10,ALNESS ACADEMY,REVENUE,EM,ACCOUNT BALANCE,1920,-117711.7,39.0,424.0,226,88.63
AA1001,A96,ALNESS ACADEMY,APT&C,EM,BASIC PAY,1920,382.6,39.0,424.0,226,88.63
AA1100,A96,ALNESS ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,1920,75799.25,39.0,424.0,226,88.63
AA1101,A96,ALNESS ACADEMY,SUPPLY,EM,COVER BASIC PAY,1920,5051.61,39.0,424.0,226,88.63
AA1103,A96,ALNESS ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,1920,14118.68,39.0,424.0,226,88.63
AB1000,A96,ALNESS ACADEMY,NI,EM,NONTEACHERS,1920,1095.74,39.0,424.0,226,88.63
AB1100,A96,ALNESS ACADEMY,NI,EM,PERMANENT TEACHERS,1920,8520.43,39.0,424.0,226,88.63
AB1101,A96,ALNESS ACADEMY,NI,EM,SUPPLY COVER,1920,534.0,39.0,424.0,226,88.63
AC1000,A96,ALNESS ACADEMY,SUPERANN,EM,NON TEACHERS,1920,2827.76,39.0,424.0,226,88.63
AC1100,A96,ALNESS ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,1920,15816.14,39.0,424.0,226,88.63
AC1101,A96,ALNESS ACADEMY,SUPERANN,EM,SUPPLY COVER,1920,1167.45,39.0,424.0,226,88.63
AS1000,A96,ALNESS ACADEMY,APPRENTICESHIP,EM,LEVY COST,1920,452.82,39.0,424.0,226,88.63
CC2000,A96,ALNESS ACADEMY,CAR,EM,HIRE,1920,85.22,39.0,424.0,226,88.63
CF1004,A96,ALNESS ACADEMY,TRAVEL,EM,MILEAGE  NON TAXABLE,1920,119.6,39.0,424.0,226,88.63
CF1008,A96,ALNESS ACADEMY,CAR,EM,CLUB MILEAGE,1920,101.15,39.0,424.0,226,88.63
DA4550,A96,ALNESS ACADEMY,CLASSROOM,EM,SUPPLIES,1920,4497.5,39.0,424.0,226,88.63
DG1000,A96,ALNESS ACADEMY,ACCOMMODATION,EM,,1920,15000.0,39.0,424.0,226,88.63
DK9500,A96,ALNESS ACADEMY,MISCELLANEOUS,EM,SUPPLIES,1920,3790.78,39.0,424.0,226,88.63
KA3000,A96,ALNESS ACADEMY,GOVT,EM,GRANTS SPECIFIC GRANTS,1920,-149360.73,39.0,424.0,226,88.63
DA4550,A58,ALNESS ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,1920,735.2,39.0,424.0,226,88.63
DD4001,A58,ALNESS ACADEMY,BOOKS,ENGLISH,TEXT BOOKS/STATIONERY,1920,1898.24,39.0,424.0,226,88.63
DA1000,A92,ALNESS ACADEMY,EQUIPMENT,FOOD FOR THGHT,PURCHASE,1920,14.4,39.0,424.0,226,88.63
DA4550,A92,ALNESS ACADEMY,CLASSROOM,FOOD FOR THGHT,SUPPLIES,1920,296.45,39.0,424.0,226,88.63
DB2010,A92,ALNESS ACADEMY,FOOD,FOOD FOR THGHT,,1920,305.62,39.0,424.0,226,88.63
KA3000,A92,ALNESS ACADEMY,GOVT,FOOD FOR THGHT,GRANTS SPECIFIC GRANTS,1920,-616.47,39.0,424.0,226,88.63
DD4001,A59,ALNESS ACADEMY,BOOKS,GAELIC,TEXT BOOKS/STATIONERY,1920,300.0,39.0,424.0,226,88.63
DA4550,A60,ALNESS ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,1920,782.76,39.0,424.0,226,88.63
DD4001,A60,ALNESS ACADEMY,BOOKS,GEOGRAPHY,TEXT BOOKS/STATIONERY,1920,1427.98,39.0,424.0,226,88.63
DD4001,A83,ALNESS ACADEMY,BOOKS,GUIDANCE,TEXT BOOKS/STATIONERY,1920,149.31,39.0,424.0,226,88.63
DD4001,A82,ALNESS ACADEMY,BOOKS,HEALTH ED,TEXT BOOKS/STATIONERY,1920,6.66,39.0,424.0,226,88.63
DA4550,A61,ALNESS ACADEMY,CLASSROOM,HISTORY,SUPPLIES,1920,29.48,39.0,424.0,226,88.63
DD4001,A61,ALNESS ACADEMY,BOOKS,HISTORY,TEXT BOOKS/STATIONERY,1920,1329.01,39.0,424.0,226,88.63
DA1000,A62,ALNESS ACADEMY,EQUIPMENT,HOME EC,PURCHASE,1920,422.66,39.0,424.0,226,88.63
DA4556,A62,ALNESS ACADEMY,HOME,HOME EC,ECONOMICS SUPPLIES,1920,1403.3,39.0,424.0,226,88.63
BH2000,A15,ALNESS ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,1920,114.07,39.0,424.0,226,88.63
DD4001,A65,ALNESS ACADEMY,BOOKS,LIBRARY,TEXT BOOKS/STATIONERY,1920,1339.12,39.0,424.0,226,88.63
DA4550,A64,ALNESS ACADEMY,CLASSROOM,LRN SUP,SUPPLIES,1920,1475.58,39.0,424.0,226,88.63
DD4001,A64,ALNESS ACADEMY,BOOKS,LRN SUP,TEXT BOOKS/STATIONERY,1920,467.16,39.0,424.0,226,88.63
DD4001,A66,ALNESS ACADEMY,BOOKS,MATHS,TEXT BOOKS/STATIONERY,1920,2782.18,39.0,424.0,226,88.63
DD4001,A67,ALNESS ACADEMY,BOOKS,MOD LANG,TEXT BOOKS/STATIONERY,1920,735.39,39.0,424.0,226,88.63
DA4554,A69,ALNESS ACADEMY,MUSICAL,MUSIC & DRAMA,SUPPLIES,1920,701.39,39.0,424.0,226,88.63
DD4001,A69,ALNESS ACADEMY,BOOKS,MUSIC & DRAMA,TEXT BOOKS/STATIONERY,1920,63.61,39.0,424.0,226,88.63
DA4553,A70,ALNESS ACADEMY,PE,PE,SUPPLIES,1920,1578.04,39.0,424.0,226,88.63
DD4001,A70,ALNESS ACADEMY,BOOKS,PE,TEXT BOOKS/STATIONERY,1920,412.16,39.0,424.0,226,88.63
AA1001,PEF,ALNESS ACADEMY,APT&C,PEF,BASIC PAY,1920,627.65,39.0,424.0,226,88.63
AA1100,PEF,ALNESS ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,1920,2994.88,39.0,424.0,226,88.63
AA1101,PEF,ALNESS ACADEMY,SUPPLY,PEF,COVER BASIC PAY,1920,755.2,39.0,424.0,226,88.63
AA1103,PEF,ALNESS ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,1920,10846.76,39.0,424.0,226,88.63
AA1250,PEF,ALNESS ACADEMY,HOLIDAY,PEF,PAY,1920,26.62,39.0,424.0,226,88.63
AB1000,PEF,ALNESS ACADEMY,NI,PEF,NONTEACHERS,1920,681.31,39.0,424.0,226,88.63
AB1100,PEF,ALNESS ACADEMY,NI,PEF,PERMANENT TEACHERS,1920,248.23,39.0,424.0,226,88.63
AB1101,PEF,ALNESS ACADEMY,NI,PEF,SUPPLY COVER,1920,77.12,39.0,424.0,226,88.63
AC1000,PEF,ALNESS ACADEMY,SUPERANN,PEF,NON TEACHERS,1920,2120.29,39.0,424.0,226,88.63
AC1100,PEF,ALNESS ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,1920,688.82,39.0,424.0,226,88.63
AC1101,PEF,ALNESS ACADEMY,SUPERANN,PEF,SUPPLY COVER,1920,173.7,39.0,424.0,226,88.63
AS1000,PEF,ALNESS ACADEMY,APPRENTICESHIP,PEF,LEVY COST,1920,69.33,39.0,424.0,226,88.63
DA4550,PEF,ALNESS ACADEMY,CLASSROOM,PEF,SUPPLIES,1920,1952.51,39.0,424.0,226,88.63
KA3000,PEF,ALNESS ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,1920,-21262.42,39.0,424.0,226,88.63
DA4550,A74,ALNESS ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,1920,552.26,39.0,424.0,226,88.63
DA4555,A74,ALNESS ACADEMY,SCIENTIFIC,SCIENCE S1,SUPPLIES,1920,961.87,39.0,424.0,226,88.63
DD4001,A74,ALNESS ACADEMY,BOOKS,SCIENCE S1,TEXT BOOKS/STATIONERY,1920,3563.76,39.0,424.0,226,88.63
DA4550,A79,ALNESS ACADEMY,CLASSROOM,TECHNICAL,SUPPLIES,1920,395.98,39.0,424.0,226,88.63
DA4552,A79,ALNESS ACADEMY,WOOD/METALWORK,TECHNICAL,SUPPLIES,1920,1712.64,39.0,424.0,226,88.63
DD4001,A79,ALNESS ACADEMY,BOOKS,TECHNICAL,TEXT BOOKS/STATIONERY,1920,31.0,39.0,424.0,226,88.63
DD4001,A52,ALNESS ACADEMY,BOOKS,BUSINESS,TEXT BOOKS/STATIONERY,2021,196.55,35.3,473,259.0,85.78
AH1000,A28,ALNESS ACADEMY,TRAINING,CPD,COURSES,2021,565.0,35.3,473,259.0,85.78
AA1100,A09,ALNESS ACADEMY,TEACHERS,DGM,PERMANENT  BASIC PAY,2021,36215.0,35.3,473,259.0,85.78
AB1100,A09,ALNESS ACADEMY,NI,DGM,PERMANENT TEACHERS,2021,3785.48,35.3,473,259.0,85.78
AC1100,A09,ALNESS ACADEMY,SUPERANN,DGM,PERMANENT TEACHERS,2021,8329.48,35.3,473,259.0,85.78
AS1000,A09,ALNESS ACADEMY,APPRENTICESHIP,DGM,LEVY COST,2021,181.08,35.3,473,259.0,85.78
AA1001,A10,ALNESS ACADEMY,APT&C,EM,BASIC PAY,2021,63218.97,35.3,473,259.0,85.78
AA1100,A10,ALNESS ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2021,1406469.64,35.3,473,259.0,85.78
AA1101,A10,ALNESS ACADEMY,SUPPLY,EM,COVER BASIC PAY,2021,14317.8,35.3,473,259.0,85.78
AA1103,A10,ALNESS ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2021,81.44,35.3,473,259.0,85.78
AA1110,A10,ALNESS ACADEMY,LABORATORY,EM,TECH'N BASIC PAY,2021,41306.76,35.3,473,259.0,85.78
AA1250,A10,ALNESS ACADEMY,HOLIDAY,EM,PAY,2021,288.89,35.3,473,259.0,85.78
AB1000,A10,ALNESS ACADEMY,NI,EM,NONTEACHERS,2021,7847.18,35.3,473,259.0,85.78
AB1100,A10,ALNESS ACADEMY,NI,EM,PERMANENT TEACHERS,2021,154618.47,35.3,473,259.0,85.78
AB1101,A10,ALNESS ACADEMY,NI,EM,SUPPLY COVER,2021,1927.63,35.3,473,259.0,85.78
AC1000,A10,ALNESS ACADEMY,SUPERANN,EM,NON TEACHERS,2021,17734.55,35.3,473,259.0,85.78
AC1100,A10,ALNESS ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2021,311029.02,35.3,473,259.0,85.78
AC1101,A10,ALNESS ACADEMY,SUPERANN,EM,SUPPLY COVER,2021,3695.62,35.3,473,259.0,85.78
AE1600,A10,ALNESS ACADEMY,MISCELLANEOUS,EM,,2021,568.89,35.3,473,259.0,85.78
AH1000,A10,ALNESS ACADEMY,TRAINING,EM,COURSES,2021,266.61,35.3,473,259.0,85.78
AS1000,A10,ALNESS ACADEMY,APPRENTICESHIP,EM,LEVY COST,2021,7681.74,35.3,473,259.0,85.78
BA3000,A10,ALNESS ACADEMY,MAINT,EM,CLIENT EXTERNAL PARTIES,2021,594.0,35.3,473,259.0,85.78
BB2000,A10,ALNESS ACADEMY,ELECTRICITY,EM,CHARGES,2021,76368.43,35.3,473,259.0,85.78
BB3000,A10,ALNESS ACADEMY,GAS,EM,CHARGES,2021,2723.56,35.3,473,259.0,85.78
BB4000,A10,ALNESS ACADEMY,HEATING,EM,OIL,2021,11591.73,35.3,473,259.0,85.78
BB5000,A10,ALNESS ACADEMY,BIOMAS,EM,WOODCHIP FUEL,2021,99562.6,35.3,473,259.0,85.78
BE1000,A10,ALNESS ACADEMY,WATER,EM,CHARGES,2021,17239.54,35.3,473,259.0,85.78
BH2000,A10,ALNESS ACADEMY,CLEANING,EM,MATERIALS/EQUIPMENT,2021,838.03,35.3,473,259.0,85.78
CA1000,A10,ALNESS ACADEMY,DERV,EM,,2021,257.32,35.3,473,259.0,85.78
CB1006,A10,ALNESS ACADEMY,INT,EM,HIRE CONT CHG FROM FLEET,2021,7485.24,35.3,473,259.0,85.78
DA4000,A10,ALNESS ACADEMY,MATERIALS,EM,,2021,1.04,35.3,473,259.0,85.78
DA4014,A10,ALNESS ACADEMY,MEDICAL,EM,SUPPLIES,2021,215.35,35.3,473,259.0,85.78
DA4041,A10,ALNESS ACADEMY,SANITARY,EM,PRODUCTS  TAMPONS,2021,-263.5,35.3,473,259.0,85.78
DB2010,A10,ALNESS ACADEMY,FOOD,EM,,2021,1209.43,35.3,473,259.0,85.78
DB3010,A10,ALNESS ACADEMY,MEALS&HOSPITALITY,EM,,2021,35.0,35.3,473,259.0,85.78
DD2000,A10,ALNESS ACADEMY,STATIONERY,EM,,2021,1043.03,35.3,473,259.0,85.78
DD3003,A10,ALNESS ACADEMY,MPS,EM,COSTS  MONO,2021,2767.43,35.3,473,259.0,85.78
DD3004,A10,ALNESS ACADEMY,MPS,EM,COSTS  COLOUR,2021,1421.61,35.3,473,259.0,85.78
DF4001,A10,ALNESS ACADEMY,ICT,EM,CHARGES CORE SUPPLIER,2021,1789.33,35.3,473,259.0,85.78
DF7000,A10,ALNESS ACADEMY,POSTAGES,EM,,2021,858.75,35.3,473,259.0,85.78
DF9000,A10,ALNESS ACADEMY,LANDLINE,EM,TELEPHONES RENTAL,2021,1078.04,35.3,473,259.0,85.78
DF9005,A10,ALNESS ACADEMY,LANDLINE,EM,TELEPHONES USAGE,2021,88.28,35.3,473,259.0,85.78
DF9010,A10,ALNESS ACADEMY,MOBILE,EM,PHONE LINE RENTAL,2021,228.0,35.3,473,259.0,85.78
DF9025,A10,ALNESS ACADEMY,TELEPHONY,EM,MAINTENANCE,2021,162.5,35.3,473,259.0,85.78
DG1000,A10,ALNESS ACADEMY,ACCOMMODATION,EM,,2021,41.45,35.3,473,259.0,85.78
DK9500,A10,ALNESS ACADEMY,MISCELLANEOUS,EM,SUPPLIES,2021,228.3,35.3,473,259.0,85.78
DK9600,A10,ALNESS ACADEMY,MISCELLANEOUS,EM,ADMIN COSTS,2021,252.0,35.3,473,259.0,85.78
EE1200,A10,ALNESS ACADEMY,SCOTT,EM,QUALIFICATIONS AUTHORITY,2021,34149.0,35.3,473,259.0,85.78
XH1050,A10,ALNESS ACADEMY,REVENUE,EM,ACCOUNT BALANCE,2021,-111851.24,35.3,473,259.0,85.78
AA1100,A96,ALNESS ACADEMY,TEACHERS,EM,PERMANENT  BASIC PAY,2021,86527.61,35.3,473,259.0,85.78
AA1103,A96,ALNESS ACADEMY,AUX,EM,STAFF EDUCATION BASIC PAY,2021,2610.24,35.3,473,259.0,85.78
AB1000,A96,ALNESS ACADEMY,NI,EM,NONTEACHERS,2021,95.74,35.3,473,259.0,85.78
AB1100,A96,ALNESS ACADEMY,NI,EM,PERMANENT TEACHERS,2021,9656.26,35.3,473,259.0,85.78
AC1000,A96,ALNESS ACADEMY,SUPERANN,EM,NON TEACHERS,2021,509.01,35.3,473,259.0,85.78
AC1100,A96,ALNESS ACADEMY,SUPERANN,EM,PERMANENT TEACHERS,2021,19712.05,35.3,473,259.0,85.78
AS1000,A96,ALNESS ACADEMY,APPRENTICESHIP,EM,LEVY COST,2021,445.71,35.3,473,259.0,85.78
DK9500,A96,ALNESS ACADEMY,MISCELLANEOUS,EM,SUPPLIES,2021,7960.46,35.3,473,259.0,85.78
KA3000,A96,ALNESS ACADEMY,GOVT,EM,GRANTS SPECIFIC GRANTS,2021,-127517.08,35.3,473,259.0,85.78
DA4550,A58,ALNESS ACADEMY,CLASSROOM,ENGLISH,SUPPLIES,2021,822.97,35.3,473,259.0,85.78
DD4001,A58,ALNESS ACADEMY,BOOKS,ENGLISH,TEXT BOOKS/STATIONERY,2021,150.35,35.3,473,259.0,85.78
DD4001,A59,ALNESS ACADEMY,BOOKS,GAELIC,TEXT BOOKS/STATIONERY,2021,487.0,35.3,473,259.0,85.78
DA4550,A60,ALNESS ACADEMY,CLASSROOM,GEOGRAPHY,SUPPLIES,2021,72.9,35.3,473,259.0,85.78
DD4001,A60,ALNESS ACADEMY,BOOKS,GEOGRAPHY,TEXT BOOKS/STATIONERY,2021,15.79,35.3,473,259.0,85.78
DD4001,A82,ALNESS ACADEMY,BOOKS,HEALTH ED,TEXT BOOKS/STATIONERY,2021,48.84,35.3,473,259.0,85.78
DA4550,A61,ALNESS ACADEMY,CLASSROOM,HISTORY,SUPPLIES,2021,74.9,35.3,473,259.0,85.78
DD4001,A61,ALNESS ACADEMY,BOOKS,HISTORY,TEXT BOOKS/STATIONERY,2021,40.25,35.3,473,259.0,85.78
DA1000,A62,ALNESS ACADEMY,EQUIPMENT,HOME EC,PURCHASE,2021,-6.1,35.3,473,259.0,85.78
BH2000,A15,ALNESS ACADEMY,CLEANING,JANITORIAL,MATERIALS/EQUIPMENT,2021,975.56,35.3,473,259.0,85.78
DD4001,A65,ALNESS ACADEMY,BOOKS,LIBRARY,TEXT BOOKS/STATIONERY,2021,6.55,35.3,473,259.0,85.78
DD4001,A66,ALNESS ACADEMY,BOOKS,MATHS,TEXT BOOKS/STATIONERY,2021,1605.34,35.3,473,259.0,85.78
DD4001,A67,ALNESS ACADEMY,BOOKS,MOD LANG,TEXT BOOKS/STATIONERY,2021,343.34,35.3,473,259.0,85.78
DA4554,A69,ALNESS ACADEMY,MUSICAL,MUSIC & DRAMA,SUPPLIES,2021,199.0,35.3,473,259.0,85.78
DA4553,A70,ALNESS ACADEMY,PE,PE,SUPPLIES,2021,297.0,35.3,473,259.0,85.78
AA1001,PEF,ALNESS ACADEMY,APT&C,PEF,BASIC PAY,2021,675.71,35.3,473,259.0,85.78
AA1100,PEF,ALNESS ACADEMY,TEACHERS,PEF,PERMANENT  BASIC PAY,2021,6948.42,35.3,473,259.0,85.78
AA1103,PEF,ALNESS ACADEMY,AUX,PEF,STAFF EDUCATION BASIC PAY,2021,22203.46,35.3,473,259.0,85.78
AB1000,PEF,ALNESS ACADEMY,NI,PEF,NONTEACHERS,2021,802.14,35.3,473,259.0,85.78
AB1100,PEF,ALNESS ACADEMY,NI,PEF,PERMANENT TEACHERS,2021,677.53,35.3,473,259.0,85.78
AC1000,PEF,ALNESS ACADEMY,SUPERANN,PEF,NON TEACHERS,2021,4329.68,35.3,473,259.0,85.78
AC1100,PEF,ALNESS ACADEMY,SUPERANN,PEF,PERMANENT TEACHERS,2021,1598.17,35.3,473,259.0,85.78
AS1000,PEF,ALNESS ACADEMY,APPRENTICESHIP,PEF,LEVY COST,2021,145.76,35.3,473,259.0,85.78
DA4550,PEF,ALNESS ACADEMY,CLASSROOM,PEF,SUPPLIES,2021,39.75,35.3,473,259.0,85.78
KA3000,PEF,ALNESS ACADEMY,GOVT,PEF,GRANTS SPECIFIC GRANTS,2021,-37420.62,35.3,473,259.0,85.78
DA4550,A74,ALNESS ACADEMY,CLASSROOM,SCIENCE S1,SUPPLIES,2021,1381.98,35.3,473,259.0,85.78
DA4555,A74,ALNESS ACADEMY,SCIENTIFIC,SCIENCE S1,SUPPLIES,2021,-3.23,35.3,473,259.0,85.78
DD4001,A74,ALNESS ACADEMY,BOOKS,SCIENCE S1,TEXT BOOKS/STATIONERY,2021,201.53,35.3,473,259.0,85.78
DA4552,A79,ALNESS ACADEMY,WOOD/METALWORK,TECHNICAL,SUPPLIES,2021,871.5,35.3,473,259.0,85.78
FA3000,A21,ALNESS ACADEMY,PROJECT,ADD FUNDS,FUNDS FOR SCHOOLS,2122,-1579.0,38.6,488,275.0,85.78
DA4550,A11,ALNESS ACADEMY,CLASSROOM,ADMIN,SUPPLIES,2122,21.0,38.6,488,275.0,85.78
DA4550,A50,ALNESS ACADEMY,CLASSROOM,ART,SUPPLIES,2122,66.47,38.6,488,275.0,85.78
